id,name,parking,reserved,fee,latitude,longitude,type
4687,woodward loves country store,0,False,False,36.432993,-99.415187,0
4688,wyandotte the turtle stop,40,False,False,36.804225,-94.726127,1
4689,yukon loves country store,50,False,True,35.507526,-97.759717,1
4690,aberfoyle ultramar,0,False,False,43.45608,-80.12947,0
4691,alexandria herbs travel plaza,0,False,False,45.466286,-74.678174,0
4692,arnprior antrim truck centre,20,False,False,45.4182897,-76.3738954,1
4693,ayr flying j travel plaza,30,False,False,43.332608,-80.438554,1
4694,bainsville esso,2,False,False,45.194247,-74.383835,0
4695,beamsville shell,12,False,False,43.183434,-79.476202,1
4696,belleville ten acre truckstop,20,False,False,44.177695,-77.446085,1
4697,belmont husky travel centre,40,False,False,42.943685,-81.103138,1
4698,bradford husky travel centre,50,False,False,44.098384,-79.627319,1
4699,brampton petro-canada,10,False,False,43.702025,-79.799355,1
4700,brampton petro-canada,60,False,False,43.730809,-79.678473,1
4701,brockville angelos travel stop,0,False,False,44.759747,-75.48264,0
4702,burlington petro-canada,100,False,False,43.40175,-79.765431,1
4703,clarkson petro-canada,90,False,False,43.504869,-79.621686,1
4704,cochrane petro-canada,0,False,False,0,0,0
4705,comber esso key to the highway,10,False,False,42.238336,-82.551552,1
4706,concord petro-canada,20,False,False,43.803833,-79.519933,1
4707,coniston petro canada,30,False,False,46.494943,-80.860941,1
4708,cornwall cornwall,16,False,False,45.053916,-74.775953,1
4709,drumbo truckers haven,0,False,False,43.230258,-80.606603,0
4710,dryden husky travel centre,100,False,False,49.786255,-92.833233,1
4711,dryden petro-canada,20,False,False,49.789067,-92.826158,1
4712,dundas shell,5,False,False,43.281137,-80.06507,0
4713,etobicoke flying j fuel stop,25,False,False,43.74438,-79.6088,1
4714,etobicoke petro-canada,30,False,False,43.622555,-79.540308,1
4715,fort erie flying j fuel stop,5,False,False,42.921476,-78.96734,0
4716,fort erie petro-canada,15,False,False,42.918933,-78.974994,1
4717,gloucester stinson,35,False,False,45.32478,-75.59673,1
4718,hamilton hamilton petro pass,5,False,False,43.257697,-79.782955,0
4719,hamilton petro-canada,0,False,False,43.240904,-79.765055,0
4720,hamilton petro-canada,5,False,False,43.257503,-79.782425,0
4721,hearst husky travel centre,0,False,False,49.691096,-83.6857,0
4722,hornby petro-canada,222,False,False,43.566709,-79.82227,1
4723,huntsville petro-canada,50,False,False,45.335892,-79.232794,1
4724,ignace petro-canada,0,False,False,0,0,0
4725,joyceville husky travel centre,10,False,False,44.321077,-76.335531,1
4726,kapuskasing flying j fuel stop,72,False,False,49.397164,-82.370085,1
4727,kenora petro-canada,80,False,False,0,0,1
4728,king city petro-canada,120,False,False,43.827819,-79.532688,1
4729,kingston exit 611 truckstop and travel plaza,20,False,False,44.2782382,-76.5671861,1
4730,kingston petro-canada,25,False,False,44.279734,-76.570326,1
4731,kitchener petro-canada,95,False,False,43.384875,-80.413335,1
4732,lancaster flying j travel plaza,110,False,False,45.138307,-74.497807,1
4733,leamington johnnys gas bar,30,False,False,42.047814,-82.637904,1
4734,listowel petro-canada,150,False,False,43.72501,-80.937386,1
4735,london flying j,100,False,False,42.933587,-81.175022,1
4736,london flying m truck stop/davis fuel,60,False,False,42.834059,-81.265836,1
4737,london husky travel centre,17,False,False,42.94516,-81.108133,1
4738,london petro-canada,0,False,False,42.925813,-81.207544,0
4739,london petro-canada,20,False,False,43.019338,-81.18306,1
4740,markham petro-canada,160,True,False,43.844747,-79.356819,1
4741,milton petro-canada,10,False,False,43.530012,-79.884678,1
4742,milton truck town terminal,100,False,False,43.547187,-79.86376,1
4743,mississauga 401 esso cardlock,80,False,False,43.647485,-79.649916,1
4744,mississauga flying j fuel stop,50,False,False,43.652736,-79.650616,1
4745,mississauga husky travel centre,50,False,False,43.647364,-79.682593,1
4746,mississauga husky travel centre,0,False,False,43.65382,-79.642158,0
4747,mississauga petro-canada,10,False,False,43.656524,-79.652307,1
4748,mississauga petro-canada,10,False,False,43.661637,-79.646863,1
4749,mississauga petro-canada,0,False,False,43.680866,-79.683624,0
4750,mississauga shawson esso gas station,50,False,False,43.648583,-79.654333,1
4751,mount forest petro-canada,25,False,False,43.975636,-80.763241,1
4752,nairn centre jeremys truck stop,192,False,False,46.329817,-81.588785,1
4753,napanee flying j travel plaza,50,False,False,44.267453,-76.96644,1
4754,nepean petro-canada,10,False,False,45.326087,-75.718993,1
4755,new liskeard husky travel centre,10,False,False,47.535812,-79.674377,1
4756,niagara falls petro-canada,70,False,False,43.115479,-79.091238,1
4757,Niagra On The Lake Husky Travel Centre,0,False,False,43.15662,-79.155182,0
4758,Nipigon Husky,8,False,False,49.01923,-88.3048,1
4759,Nipigon Husky Travel Centre,3,False,False,49.019295,-88.305118,0
4760,Nipigon Petro-Canada,160,False,False,49.022686,-88.295983,1
4761,North Bay Petro-Canada,60,False,False,46.356056,-79.468442,1
4762,North York Petro-Canada,105,False,False,43.771533,-79.540025,1
4763,Oldcastle Oldcastle Gas Bar (Esso),150,False,False,42.237063,-82.96352,1
4764,Orangeville Petro-Canada,123,True,False,43.898841,-80.114855,1
4765,Orono Petro-Canada,150,False,True,44.036527,-78.613835,1
4766,Oshawa Petro-Canada,275,True,False,43.876386,-78.83881,1
4767,Ottawa Petro-Canada,80,False,False,45.412435,-75.612606,1
4768,Owen Sound Petro-Canada,90,False,False,44.567709,-80.931854,1
4769,palmerston teviotdale esso truck stop,150,False,False,43.845298,-80.760326,1
4770,pembroke irving pembroke big stop,240,True,False,45.798285,-77.114685,1
4771,pickering flying j travel plaza,20,False,False,43.829078,-79.048476,1
4772,pickering petro-canada,5,False,False,43.833185,-79.078492,0
4773,pickering shell,20,False,False,43.818938,-79.115875,1
4774,port hope pipeline,30,False,False,43.971561,-78.285977,1
4775,ridgetown daniels service center,5,False,False,42.477074,-81.906564,0
4776,saint catharines niagra on the lake,95,False,True,43.160969,-79.164936,1
4777,sarnia esso 402 service centre,2,False,False,42.983889,-82.3313,0
4778,sarnia petro-canada,0,False,False,42.983778,-82.326477,0
4779,sault ste marie flying j can dealer,20,False,False,46.556763,-84.319502,1
4780,sault ste marie husky travel centre,0,False,False,46.531107,-84.251049,0
4781,sault ste marie petro-canada,30,False,False,46.521775,-84.287599,1
4782,shuniah flying j can dealer,50,False,False,48.603617,-88.781806,1
4783,sioux lookout petro-canada,112,True,False,45.057228,-74.685811,1
4784,service,0,False,False,50.098101,-91.918851,0
4785,spencerville angelos travel stop,9,False,False,44.759807,-75.48279,1
4786,st marys goco,3,False,False,43.2853,-81.0546,0
4787,strathroy mcrobert fuels,3,False,False,43.004827,-81.554032,0
4788,sudbury petro-canada,0,False,False,46.436161,-80.975071,0
4789,thunder bay husky travel centre,100,False,True,48.380563,-89.411352,1
4790,thunder bay husky travel centre,10,False,False,48.409098,-89.25713,1
4791,thunder bay petro-canada,90,False,False,48.404781,-89.256402,1
4792,tilbury flying j travel plaza,50,False,False,42.264153,-82.462173,1
4793,timmins esso truck stop,25,False,False,48.472917,-81.401331,1
4794,toronto petro-canada,5,False,False,43.804644,-79.520165,0
4795,vaughan esso,190,True,False,43.874989,-79.556036,1
4796,vaughan petro-canada,3,False,False,43.802753,-79.66722,0
4797,verner f/s,280,False,False,46.415041,-80.134141,1
4798,wawa esso,200,True,False,47.96444,-84.792072,1
4799,windsor husky travel centre,140,False,False,42.244729,-82.950993,1
4800,windsor petro-canada,221,True,False,42.23429,-82.963876,1
4801,woodbridge orios truck stop,3,False,False,43.815005,-79.630612,0
4802,woodstock oxford truck stop,20,False,False,43.142356,-80.67289,1
4803,woodstock petro-canada,278,False,False,43.134429,-80.726892,1
4804,woodstock ta travel center,125,False,False,43.10200119,-80.75499725,1
4805,wyoming sarnia service center,380,True,False,42.98745,-82.116687,1
4806,albany i-5 hwy 34 truck stop,0,False,False,44.555742,-123.057514,0
4807,albany jacks truck stop,100,False,False,44.629363,-123.052149,1
4808,albany loves travel stop,20,False,False,44.698545,-123.055316,1
4809,aurora flying j travel plaza,20,False,True,45.234633,-122.809149,1
4810,baker city baker truck corral,25,False,False,44.7814827,-117.8129883,1
4811,baker city jacksons food store,3,False,False,44.782048,-117.813826,0
4812,biggs junction bishop towing and repair,20,False,False,45.669035,-120.833872,1
4813,boardman loves travel stop,0,False,False,45.826648,-119.800265,0
4814,brooks pilot travel center,9,False,False,45.0496,-122.975283,1
4815,canyonville 7-feathers truck & travel,60,False,False,42.940473,-123.289728,1
4816,"canyonville seven feathers truck travel center
-
i-5 exit 99, 130 creekside dr, canyonville or 97417
fax: 814-375-6047",100,False,False,42.940292,-123.289979,1
4817,central point pilot travel center,25,False,False,42.3787,-122.899899,1
4818,chemult pilot travel center,150,False,False,43.215893,-121.783062,1
4819,chiloquin crater lake junction travel center,10,False,False,42.535354,-121.88571,1
4820,christmas valley christmas valley market,65,False,False,43.23784,-120.680458,1
4821,coburg fuel-n-go,1,False,False,44.136946,-123.0502,0
4822,coburg ta travel center,428,True,False,44.1363,-123.057,1
4823,cottage grove chevron market express,6,False,False,43.802486,-123.04505,1
4824,halsey pioneer villa,25,False,False,44.388562,-123.056876,1
4825,hermiston space age travel center,12,False,False,45.787591,-119.321568,1
4826,hermiston western express truck stop,0,False,False,45.790678,-119.373841,0
4827,hines eddies truck and auto center,10,False,False,43.547397,-119.085745,1
4828,hines hines chevron,20,False,False,43.571933,-119.075693,1
4829,hines leathers shell,75,False,False,43.573809,-119.074372,1
4830,irrigon devon oil shell,10,False,False,45.894641,-119.497956,1
4831,john day jackson star mart,85,False,False,44.420515,-118.975921,1
4832,klamath falls pilot travel center,10,False,True,42.256148,-121.798923,1
4833,klamath falls worden truck stop,25,False,False,42.046373,-121.866228,1
4834,la pine gordys truck stop,0,False,False,43.70563126,-121.4749832,0
4835,lagrande flying j travel plaza,0,False,False,45.297222,-118.043889,0
4836,lakeview shell,5,False,False,42.210572,-120.356943,0
4837,madras madras j and l truck stop,200,False,False,44.621914,-121.131294,1
4838,madras plateau travel plaza,25,False,False,44.664376,-121.13806,1
4839,madras tiger mart,15,False,False,44.618946,-121.132992,1
4840,medford withham truck stop,15,False,False,42.352399,-122.875522,1
4841,north plains sunshine market,8,False,False,45.591828,-122.995632,1
4842,oakland flying j travel plaza,190,True,False,43.539014,-123.288174,1
4843,ontario loves travel stop,40,False,False,44.045823,-116.977143,1
4844,ontario pilot travel center,6,False,False,44.025061,-116.952967,1
4845,pendleton arrowhead travel plaza,60,False,False,45.642139,-118.684092,1
4846,phoenix petro center,10,False,False,42.280718,-122.810544,1
4847,portland jubitz travel center,266,True,False,45.596113,-122.668853,1
4848,portland ta travel center,10,False,False,45.23609924,-122.8071976,1
4849,roseburg loves travel stop,100,False,False,43.150503,-123.367895,1
4850,stanfield pilot travel center,5,False,False,45.765787,-119.204772,0
4851,troutdale loves travel stop,30,False,False,45.5436123,-122.391721,1
4852,troutdale ta travel center,178,True,False,45.54380035,-122.3957977,1
4853,umatilla crossroads truck stop,25,False,False,45.918196,-119.32302,1
4854,umatilla tesoro,25,False,False,45.91816,-119.326432,1
4855,wasco grand central travel stop,8,False,False,45.669815,-120.831956,1
4856,wasco pilot travel center,0,False,False,45.6695,-120.834396,0
4857,wolf creek wolf creek truck n travel,2,False,False,42.693646,-123.396154,0
4858,allentown trexler plaza,56,False,False,40.593619,-75.588952,1
4859,allenwood omaa truck stop,2,False,False,41.10181,-76.892744,0
4860,altoona martin oil,0,False,False,40.494428,-78.411969,0
4861,ashland truck stop,5,False,False,40.759448,-76.382088,0
4862,baden speedway,90,False,False,40.626079,-80.22979,1
4863,barkeyville kwik fill,7,False,False,41.197463,-79.975415,1
4864,barkeyville kwik fill,20,False,False,41.19732,-79.976095,1
4865,barkeyville speedway,25,False,False,41.203073,-79.975852,1
4866,barkeyville ta travel center,25,False,False,41.19919968,-79.97579956,1
4867,bechtelsville sunoco,200,False,False,40.356356,-75.627522,1
4868,bedford r.gs travel plaza,15,False,False,40.05304,-78.510757,1
4869,bedford sac shop incorporated #11,168,True,False,40.026201,-78.447532,1
4870,bedford sac shop-bedford,10,False,False,40.054506,-78.510785,1
4871,bellwood martin general,10,False,False,40.600139,-78.320647,1
4872,bensalem bensalem travel plaza,5,False,False,40.077611,-74.931285,0
4873,bensalem penn jersey diesel and trailer,15,False,False,40.07603455,-74.92958832,1
4874,bentleyville pilot travel center,0,False,False,40.131329,-80.000274,0
4875,bethel midway exxon,10,False,False,40.487431,-76.24568,1
4876,bethel midway truck wash,10,False,False,40.487918,-76.24527,1
4877,bethel valero,80,False,False,40.477717,-76.295639,1
4878,bloomsburg ta travel center,20,False,False,41.0143013,-76.49279785,1
4879,blossburg kwik fill,0,False,False,41.671737,-77.074485,0
4880,breezewood ta travel center,0,False,False,40.00040054,-78.23400116,0
4881,brookville flying j travel plaza,2,False,False,41.173445,-79.09814,0
4882,brookville ta travel center,0,False,False,41.17290115,-79.09919739,0
4883,butler citgo,0,False,False,40.866242,-79.826977,0
4884,canton pump n pantry,0,False,False,41.640004,-76.870097,0
4885,carlisle flying j travel plaza,30,False,False,40.234133,-77.122993,1
4886,carlisle loves travel stop,0,False,False,40.230349,-77.144086,0
4887,carlisle petro center,40,False,False,40.232503,-77.140557,1
4888,chambersburg rutters farm store,70,False,False,39.914097,-77.668908,1
4889,clairton speedway,90,False,False,40.299235,-79.875225,1
4890,clearfield sapp bros travel center,122,True,False,41.043649,-78.39518,1
4891,cochranton hafers exit 141 autotruck stop,155,False,False,41.540873,-80.184377,1
4892,coopersburg 309 truck stop,70,False,False,40.492858,-75.380716,1
4893,cornog peter j. camiel service plaza,10,False,False,40.122157,-75.776438,1
4894,curtisville bp,100,False,False,40.628746,-79.855934,1
4895,dalton scott fuel,25,False,False,41.55316,-75.651136,1
4896,darlington marathon,300,False,False,40.804004,-80.422105,1
4897,douglassville speedway,0,False,False,40.26349,-75.741187,0
4898,douglassville wawa,50,False,False,40.259146,-75.729801,1
4899,drums pilot travel center,25,False,False,41.0276,-76.0793,1
4900,dubois pilot travel center,25,False,False,41.14052,-78.783678,1
4901,duncannon angles auto truck plaza,3,False,False,40.461797,-76.9546258,0
4902,duncannon clarks ferry all american travel,10,False,False,40.4056,-77.009611,1
4903,duncannon exxon,0,False,False,40.447568,-76.982124,0
4904,duncannon pilot travel center,10,False,False,40.404297,-77.009722,1
4905,duncansville kwik fill auto truck plaza,125,False,False,40.420467,-78.450463,1
4906,dupont petro center,10,False,False,41.331177,-75.741441,1
4907,east berlin rutters farm store,4,False,False,39.938862,-77.062182,0
4908,east earl martins trailside express,20,False,False,40.114207,-76.031452,1
4909,east freedom getgo,20,False,False,40.367478,-78.430861,1
4910,east freedom sheetz,0,False,False,40.361686,-78.42041,0
4911,ebensburg martin general stores,12,False,False,40.460505,-78.769476,1
4912,eighty four best oil truck stop,10,False,False,40.154137,-80.130275,1
4913,emlenton pilot dealer,150,False,False,41.17536545,-79.73995972,1
4914,erie greengarden shell,20,False,False,42.107752,-80.114254,1
4915,erie pilot travel center,80,False,False,42.068912,-80.039048,1
4916,etters speedway,40,False,False,40.153529,-76.820305,1
4917,fairview urraro oil co.(marathon),0,False,False,42.019887,-80.186794,0
4918,falls creek sheetz,3,False,False,41.141328,-78.784577,0
4919,fayetteville rutters farm store,25,False,False,39.906725,-77.520309,1
4920,feasterville trevose sunoco a plus,55,False,False,40.125722,-74.970821,1
4921,fleetwood speedway,0,False,False,40.485461,-75.839942,0
4922,frystown flying j travel plaza,3,False,False,40.4638,-76.3402,0
4923,gap ara self service,15,False,False,39.977925,-76.014565,1
4924,gettysburg gettysburg travel plaza,80,False,False,39.89078,-77.183192,1
4925,gouldsboro gouldsboro travel plaza,10,False,False,41.232283,-75.495429,1
4926,greencastle sunoco,150,False,False,39.786389,-77.712248,1
4927,greencastle ta travel center,15,False,False,39.7845993,-77.71260071,1
4928,greentown lakewood oil co truck stop,40,False,False,41.342858,-75.311622,1
4929,hamburg chrome palace,0,False,False,40.517295,-76.110659,0
4930,hamburg loves travel stop,10,False,False,40.517378,-76.111101,1
4931,hamburg shell,0,False,False,40.562199,-76.002113,0
4932,harborcreek ta travel center,0,False,False,42.14089966,-79.92459869,0
4933,harford liberty truck center,5,False,False,41.787005,-75.684219,0
4934,harrisburg flying j travel plaza,100,False,False,40.353479,-76.72668,1
4935,harrisburg gables,90,False,False,40.354802,-76.727766,1
4936,harrisburg pilot travel center,15,False,False,40.352112,-76.716499,1
4937,harrisburg ta travel center,50,False,False,40.35499954,-76.72409821,1
4938,harrisville fuel stop,90,False,False,41.199244,-79.974826,1
4939,hazle township fuel on truck plaza,0,False,False,40.938893,-76.035776,0
4940,hermitage speedway,2,False,False,41.226069,-80.450713,0
4941,hershey vp racing fuels,10,False,False,40.232501,-76.622692,1
4942,irwin prima marketing,30,False,False,40.32292,-79.699158,1
4943,jackson center jiffy mini mart ii sunoco,10,False,False,41.264372,-80.170894,1
4944,jim thorpe sunoco hickory run service plaza,2,False,False,40.970388,-75.631667,0
4945,johnsonburg kwik fill,40,False,False,41.481776,-78.672088,1
4946,jonestown citgo,15,False,False,40.409212,-76.523914,1
4947,jonestown jonestown citgo,0,False,False,40.409603,-76.524007,0
4948,jonestown loves travel stop,0,False,False,40.450148,-76.515328,0
4949,kane nittany minimart,10,False,False,41.707222,-78.694227,1
4950,king of prussia king of prussia service plaza,10,False,False,40.08989,-75.37123,1
4951,kutztown bandit truck stop,0,False,False,40.581236,-75.706872,0
4952,kylertown kwik fill a/t plaza,50,False,False,40.990998,-78.167394,1
4953,lake ariel howes 84 travel plaza,0,False,False,41.35655,-75.375956,0
4954,lake ariel liberty travel plaza,0,False,False,41.408783,-75.505468,0
4955,lamar ta travel center,0,False,False,41.02750015,-77.52100372,0
4956,lancaster lancaster tank and truck wash,50,False,False,40.081621,-76.347352,1
4957,lawrenceville exxon,4,False,False,41.992744,-77.140995,0
4958,lawrenceville kwik fill auto truck plaza,3,False,False,41.994543,-77.125229,0
4959,lemont furnace speedway,0,False,False,39.941162,-79.659313,0
4960,liberty liberty exxon,25,False,False,41.5617669,-77.1171087,1
4961,liverpool perry petroleum place,20,False,False,40.581059,-76.980386,1
4962,lock haven bald eagle truck stop,7,False,False,41.153829,-77.356089,1
4963,loganton pit stop travel plaza,0,False,False,41.052545,-77.18005,0
4964,londonderry loves travel stop,20,False,False,40.226314,-76.719688,1
4965,loretto keystone truck stop,10,False,False,40.466246,-78.651259,1
4966,manheim speedway,0,False,False,40.240751,-76.436469,0
4967,mansfield rt 15 exxon,0,False,False,41.776248,-77.071827,0
4968,marietta rutters farm store,3,False,False,40.02486,-76.542881,0
4969,mckees rocks speedway,0,False,False,40.472604,-80.059943,0
4970,meadville kwik fill,20,False,False,41.619278,-80.201965,1
4971,mechanicsburg kwik fill auto truck plaza,25,False,False,40.246484,-77.018565,1
4972,mifflintown rutters farm store,0,False,False,40.547105,-77.367742,0
4973,mifflintown toms travel center,0,False,False,40.578572,-77.37538,0
4974,mifflinville exxon,20,False,False,41.022699,-76.318363,1
4975,mifflinville liberty petroleum travel plaza,30,False,False,41.02565,-76.317699,1
4976,mifflinville loves travel stop,50,False,False,41.026768,-76.318757,1
4977,milesburg bestway travel center,3,False,False,40.962368,-77.760286,0
4978,milesburg ta travel center,10,False,False,40.95890045,-77.76300049,1
4979,mill hall flying j travel plaza,10,False,False,41.02861,-77.5228,1
4980,mill hall pilot travel center,107,False,False,41.034272,-77.516815,1
4981,millville dog gone good fuel,0,False,False,41.125272,-76.532929,0
4982,milroy toms travel center,50,False,False,40.7027568,-77.592036,1
4983,milton bresslers,0,False,False,41.019877,-76.787579,0
4984,milton penn 80 milton travel center,10,False,False,41.020252,-76.794675,1
4985,monroeville speedway,15,False,False,40.398545,-79.769846,1
4986,montoursville mill street sunoco,15,False,False,41.250084,-76.933807,1
4987,mount morris bfs truckauto plaza,5,False,False,39.733396,-80.056504,0
4988,mountain top blue ridge truck stop,0,False,False,41.07982,-75.968124,0
4989,mountville rutters farm stores,37,False,False,40.043419,-76.421437,1
4990,muncy muncy truck stop,0,False,False,41.237727,-76.811906,0
4991,nanty glo sheetz incorporated,14,False,False,40.449803,-78.838092,1
4992,neville island speedway,5,False,False,40.511776,-80.1324,0
4993,new alexandria speedway,0,False,False,40.39561,-79.442322,0
4994,new cumberland rutters farm store,0,False,False,40.208647,-76.871917,0
4995,new milford flying j travel plaza,10,False,False,41.82444,-75.6825,1
4996,new oxford chevron,50,False,False,39.871054,-77.027852,1
4997,newberrytown rutters farm store,0,False,False,40.130804,-76.794503,0
4998,north east kwik fill,180,True,False,42.231901,-79.782242,1
4999,north east stateline bp,5,False,False,42.235126,-79.774995,0
5000,north versailles buy n fly,0,False,False,40.367702,-79.779624,0
5001,oakmont oakmont plum service plaza,15,False,False,40.521066,-79.814064,1
5002,perryopolis speedway,7,False,False,40.085527,-79.761385,1
5003,pine grove pine grove travel plaza,30,False,False,40.533672,-76.431853,1
5004,pine grove raceway truck stop,5,False,False,40.59034,-76.407546,0
5005,pittston pilot travel center,3,False,False,41.314458,-75.755732,0
5006,portersville pilot travel center,15,False,False,40.964596,-80.143196,1
5007,pottsville gasway,50,False,False,40.732807,-76.196486,1
5008,promised land promised land fuel,15,False,False,41.362813,-75.201063,1
5009,ronks lancaster travel plaza,60,False,False,40.019704,-76.18126,1
5010,sayre dandy mini mart,200,False,False,41.999024,-76.58748,1
5011,"shippensburg sunoco shippensburg truck stop
-
i-81 exit 29, shippensburg pa 17257
fax: 864-839-1546",100,False,False,40.06078,-77.477714,1
5012,shoemakersville usa gas mart,80,False,False,40.513722,-75.967214,1
5013,shrewsbury toms travel center,20,False,False,39.770865,-76.665876,1
5014,slipper rock loves travel stop,10,False,False,41.036962,-80.126694,1
5015,smithton flying j travel plaza,100,False,False,40.169987,-79.731683,1
5016,smithton speedway,0,False,False,40.171391,-79.733241,0
5017,snow shoe exxon,3,False,False,41.027068,-77.935421,0
5018,snow shoe reese truck stop,20,False,False,41.026496,-77.931171,1
5019,snow shoe snow shoe travel plaza,90,False,False,41.026646,-77.934266,1
5020,somerset s. summerset service plaza,4,False,False,39.999827,-79.045316,0
5021,somerset somerset travel center,0,False,False,40.020023,-79.084679,0
5022,stockertown sunoco,10,False,False,40.755109,-75.271231,1
5023,towanda dandy mini mart,0,False,False,41.787285,-76.453671,0
5024,trout run fry brothers turkey ranch,0,False,False,41.45694,-77.130949,0
5025,trout run steam valley truck stop,4,False,False,41.385098,-77.056753,0
5026,wescosville sunoco allentown service plaza,2,False,False,40.573584,-75.558057,0
5027,west newton smithton truckstop,0,False,False,40.170889,-79.730467,0
5028,white haven e-fuel,40,False,False,41.062225,-75.748434,1
5029,white haven hickory run travel plaza,178,False,False,41.062818,-75.748421,1
5030,williamsport nittany minit mart,92,False,False,41.249962,-76.977448,1
5031,york rutters farm store,134,True,False,39.865247,-76.704758,1
5032,york rutters farm store,15,False,False,39.92911,-76.822307,1
5033,york springs shell truck stop,80,True,False,40.006941,-77.10234,1
5034,york springs sunoco,0,False,False,40.006941,-77.101801,0
5035,amos petro-canada,0,False,False,48.568917,-78.130878,0
5036,ange gardien a et w roy,0,False,False,45.366024,-72.934316,0
5037,anjou petro-canada,0,False,False,45.619971,-73.553463,0
5038,baie comeau petro-canada,35,False,False,0,0,1
5039,becancour relais du parc,5,False,False,46.350963,-72.434341,0
5040,berthier-sur-mer ultramar,75,False,False,46.90778,-70.70863,1
5041,berthierville flying j fuel stop,120,False,False,46.089598,-73.198971,1
5042,bois-franc petro-canada,36,False,False,0,0,1
5043,brownsburg truck stop belisle,5,False,False,45.631468,-74.393726,0
5044,chambord petro-canada,50,False,False,0,0,1
5045,chicoutimi petro-canada,0,False,False,0,0,0
5046,grand remous relais 117,20,False,False,0,0,1
5047,kahnawake host petro t truck stop,98,False,False,45.394984,-73.608466,1
5048,la pocatiere ultramar pipeline,210,True,False,47.371007,-70.04287,1
5049,la tuque irving,90,False,False,47.423157,-72.784751,1
5050,lachine petro-canada,75,False,False,45.463266,-73.721198,1
5051,lacolle marcel truck stop,77,True,False,45.01722,-73.454396,1
5052,lassomption petro-canada,40,False,False,45.824976,-73.397616,1
5053,laval petro-canada,0,False,False,45.589707,-73.742505,0
5054,laval ultramar,10,False,False,45.591691,-73.759667,1
5055,levis irving,100,False,False,46.737897,-71.216394,1
5056,manseau station service manseau,10,False,False,46.3691,-72.0011,1
5057,matagami petro-canada,15,False,False,0,0,1
5058,matane petro-canada,30,False,False,48.84734,-67.554563,1
5059,mont-joli petro-canada,50,False,False,0,0,1
5060,napierville flying j fuel stop,55,False,False,45.194848,-73.448628,1
5061,napierville petro-canada,20,False,False,45.196418,-73.448865,1
5062,rouyn-noranda petro-canada,5,False,False,48.249831,-79.052721,0
5063,saint foy ultramar pipeline,6,False,False,0,0,1
5064,saint hilaire gaz-o-bar,0,False,False,45.588538,-73.154257,0
5065,saint-antonin irving couche-tard st big stop,8,False,False,47.760384,-69.431944,1
5066,"saint-cyrille de wendover irving couche-tard st
big stop",10,False,False,45.94824,-72.446006,1
5067,saint-fulgence esso,35,False,False,48.459969,-70.977033,1
5068,saint-germain-de-grantham ultramar,0,False,False,45.854994,-72.583363,0
5069,saint-lambert-de-lauzon ultramar,35,False,False,46.599045,-71.19562,1
5070,saint-liboire irving st. liboire big stop,0,False,False,45.687985,-72.80507,0
5071,sherbrooke petro-canada,50,False,False,45.395607,-71.981431,1
5072,st cyrille irving big stop,2,False,False,45.948676,-72.446588,0
5073,st jean-port joli petro-canada,50,False,False,47.193003,-70.237997,1
5074,st laurent petro-canada,0,False,False,45.488032,-73.727421,0
5075,st nicolas petro-canada,200,False,False,46.678333,-71.347293,1
5076,stanstead petro t,100,False,False,45.02364,-72.087339,1
5077,ste eulalie petro-canada,25,False,False,46.10416,-72.237765,1
5078,ste foy petro-canada,3,False,False,46.791045,-71.294056,0
5079,ste helene flying j fuel stop,90,False,False,45.733484,-72.737576,1
5080,ste julie petro-canada,20,False,False,0,0,1
5081,trois rivieres petro-canada,6,False,False,46.335585,-72.576302,1
5082,val dor petro-canada,0,False,False,48.113896,-77.782326,0
5083,vanier petro-canada,0,False,False,46.82732,-71.284808,0
5084,vanier ultramar,60,False,False,46.827997,-71.282075,1
5085,"ville degelis irving couche-tard border st big
stop",84,True,False,47.543222,-68.646594,1
5086,yamachiche porte de la mauricie,15,False,False,46.261789,-72.876275,1
5087,providence rec commercial card,2,False,False,41.799669,-71.404079,0
5088,west greenwich ta travel center,0,False,False,41.60816,-71.663803,0
5089,aiken kents korner,0,False,False,33.637672,-81.738911,0
5090,aiken speedway truck stop,0,False,False,33.57697,-81.703061,0
5091,anderson fuel club,3,False,False,34.545404,-82.806594,0
5092,anderson liberty crossroad,100,False,False,34.577784,-82.690911,1
5093,anderson quicktrip,10,False,False,34.577495,-82.69154,1
5094,anderson rd pride truck stop,15,False,False,34.914834,-80.986265,1
5095,andrews fuel depot,0,False,False,33.453443,-79.579987,0
5096,aynor speedway,50,False,False,33.990027,-79.199526,1
5097,batesburg kents korner,60,False,False,33.74930954,-81.52510834,1
5098,bishopville interstate shell,0,False,False,34.197996,-80.276986,0
5099,bishopville pilot travel center,30,False,False,34.192884,-80.283536,1
5100,blacksburg flying j travel plaza,30,False,False,35.142336,-81.509795,1
5101,blacksburg loves travel stop,20,False,False,35.156688,-81.478429,1
5102,blacksburg pilot travel center,0,False,False,35.166599,-81.450469,0
5103,blacksburg sharma petroleum,20,False,False,35.129751,-81.552129,1
5104,blythewood pitt stop,90,False,False,34.177463,-80.968717,1
5105,bowman pilot travel center,20,False,False,33.416326,-80.666792,1
5106,branchville ez shop 10,70,False,False,33.25002,-80.816299,1
5107,britton neck hot spot,50,False,False,33.911895,-79.406482,1
5108,campobello kangaroo express,25,False,False,35.138511,-82.103577,1
